4.000000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,2.000000000000e-02,2.000000000000e-02,8.397506176106e-01,8.397506176106e-01,1.463237889871e+01,1.461223761036e+01,8.292357925578e+02,8.302458086272e+02,-2.285392937315e+01,-2.285392937315e+01,8.773384952722e+00,-1.113549650205e+01,-5.057268576486e+00,-7.419380125813e+00
4.400000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,2.200000000000e-02,2.200000000000e-02,8.668578645016e-01,8.668578645016e-01,1.559229568368e+01,1.557083308177e+01,8.207170236378e+02,8.217063820577e+02,-2.485653288184e+01,-2.485653288184e+01,9.348938629635e+00,-1.206484995875e+01,-5.256576843000e+00,-7.972488172116e+00
4.800000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,2.400000000000e-02,2.400000000000e-02,8.923681897803e-01,8.923681897803e-01,1.652351487831e+01,1.650077046471e+01,8.124934195549e+02,8.134630388055e+02,-2.681502831903e+01,-2.681502831903e+01,9.907285602905e+00,-1.297059004173e+01,-5.435474236488e+00,-8.498778675314e+00
5.200000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,2.600000000000e-02,2.600000000000e-02,9.164978476064e-01,9.164978476064e-01,1.742918875829e+01,1.740519769580e+01,8.045465113867e+02,8.054972448223e+02,-2.873019097794e+01,-2.873019097794e+01,1.045031593623e+01,-1.385356802537e+01,-5.601584997132e+00,-9.004837086275e+00
5.600000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,2.800000000000e-02,2.800000000000e-02,9.394197300270e-01,9.394197300270e-01,1.831190931420e+01,1.828670319780e+01,7.968601065069e+02,7.977927501250e+02,-3.060264017717e+01,-3.060264017717e+01,1.097958375360e+01,-1.471440538998e+01,-5.754151524625e+00,-9.488973161003e+00
6.000000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,3.000000000000e-02,3.000000000000e-02,9.612744921718e-01,9.612744921718e-01,1.917384053780e+01,1.914744798375e+01,7.894198829308e+02,7.903351818044e+02,-3.243292815023e+01,-3.243292815023e+01,1.149638655646e+01,-1.555382682977e+01,-5.892601557871e+00,-9.950041831177e+00
6.400000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,3.200000000000e-02,3.200000000000e-02,9.821782806274e-01,9.821782806274e-01,2.001681276756e+01,1.998925987268e+01,7.822124787955e+02,7.831111310938e+02,-3.422157877090e+01,-3.422157877090e+01,1.200182179207e+01,-1.637244298130e+01,-6.022853296877e+00,-1.039347448611e+01
6.800000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,3.400000000000e-02,3.400000000000e-02,1.002228247529e+00,1.002228247529e+00,2.084239166170e+01,2.081370236769e+01,7.752256819889e+02,7.761083432293e+02,-3.596903386046e+01,-3.596903386046e+01,1.249682820882e+01,-1.717075721380e+01,-6.142792081053e+00,-1.081672108604e+01
7.200000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,3.600000000000e-02,3.600000000000e-02,1.021506576443e+00,1.021506576443e+00,2.165192970971e+01,2.162212609660e+01,7.684486446469e+02,7.693159322283e+02,-3.767566683545e+01,-3.767566683545e+01,1.298221674189e+01,-1.794920876237e+01,-6.252331844936e+00,-1.121932386541e+01
7.600000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,3.800000000000e-02,3.800000000000e-02,1.040083481256e+00,1.040083481256e+00,2.244660542506e+01,2.241570795067e+01,7.618709333795e+02,7.627234287791e+02,-3.934189479106e+01,-3.934189479106e+01,1.345869401272e+01,-1.870821742294e+01,-6.342940255165e+00,-1.159246366539e+01
8.000000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,4.000000000000e-02,4.000000000000e-02,1.058019479790e+00,1.058019479790e+00,2.322745365661e+01,2.319548135430e+01,7.554832102424e+02,7.563214626205e+02,-4.096801888357e+01,-4.096801888357e+01,1.392688050327e+01,-1.944816016992e+01,-6.437941519312e+00,-1.195922118596e+01
8.400000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,4.200000000000e-02,4.200000000000e-02,1.075367144698e+00,1.075367144698e+00,2.399538937336e+01,2.396236001705e+01,7.492781104657e+02,7.501026420431e+02,-4.255427500073e+01,-4.255427500073e+01,1.438732481712e+01,-2.016938130156e+01,-6.524191028123e+00,-1.230624751256e+01
8.800000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,4.400000000000e-02,4.400000000000e-02,1.092172470753e+00,1.092172470753e+00,2.475122657088e+01,2.471715681402e+01,7.432464338459e+02,7.440577367363e+02,-4.410099564882e+01,-4.410099564882e+01,1.484051501547e+01,-2.087213944430e+01,-6.609293957667e+00,-1.264091838650e+01
9.200000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,4.600000000000e-02,4.600000000000e-02,1.108475956028e+00,1.108475956028e+00,2.549569347546e+01,2.546059896912e+01,7.373809863511e+02,7.381795278375e+02,-4.560836854644e+01,-4.560836854644e+01,1.528688773337e+01,-2.155669700400e+01,-6.690863419105e+00,-1.296067268973e+01
9.600000000000e-02,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,4.800000000000e-02,4.800000000000e-02,1.124313466561e+00,1.124313466561e+00,2.622944490004e+01,2.619334039396e+01,7.316749735283e+02,7.324611976708e+02,-4.707662848434e+01,-4.707662848434e+01,1.572683558820e+01,-2.222330447754e+01,-6.768672062572e+00,-1.326514095191e+01
1.000000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,5.000000000000e-02,5.000000000000e-02,1.139716934994e+00,1.139716934994e+00,2.695307238145e+01,2.691597181110e+01,7.261212312837e+02,7.268955588188e+02,-4.850603089333e+01,-4.850603089333e+01,1.616071325776e+01,-2.287220814105e+01,-6.836097252193e+00,-1.354759213548e+01
1.040000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,5.200000000000e-02,5.200000000000e-02,1.154714930383e+00,1.154714930383e+00,2.766711256986e+01,2.762902913203e+01,7.207138007458e+02,7.214766323190e+02,-4.989674028246e+01,-4.989674028246e+01,1.658884251057e+01,-2.350362720027e+01,-6.905385125226e+00,-1.382016981493e+01
1.080000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,5.400000000000e-02,5.400000000000e-02,1.169333126916e+00,1.169333126916e+00,2.837205422737e+01,2.833300044608e+01,7.154468576716e+02,7.161985746947e+02,-5.124892965327e+01,-5.124892965327e+01,1.701151640203e+01,-2.411778913885e+01,-6.972497085637e+00,-1.407876982246e+01
1.120000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,5.600000000000e-02,5.600000000000e-02,1.183594692548e+00,1.183594692548e+00,2.906834410891e+01,2.902833189322e+01,7.103173516602e+02,7.110583226415e+02,-5.256267676519e+01,-5.256267676519e+01,1.742900280064e+01,-2.471490676269e+01,-7.037453104170e+00,-1.432335706622e+01
1.160000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,5.800000000000e-02,5.800000000000e-02,1.197520613552e+00,1.197520613552e+00,2.975639193757e+01,2.971543263257e+01,7.053160510268e+02,7.060466191139e+02,-5.383828897854e+01,-5.383828897854e+01,1.784154737104e+01,-2.529518013727e+01,-7.102051355555e+00,-1.455568412178e+01
1.200000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,6.000000000000e-02,6.000000000000e-02,1.211129967414e+00,1.211129967414e+00,3.043657463997e+01,3.039467907191e+01,7.004402855727e+02,7.011607827536e+02,-5.507585137607e+01,-5.507585137607e+01,1.824937611356e+01,-2.585879635224e+01,-7.165806202383e+00,-1.477522644106e+01
1.240000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,6.200000000000e-02,6.200000000000e-02,1.224440153698e+00,1.224440153698e+00,3.110923997273e+01,3.106641848916e+01,6.956859201115e+02,6.963966645146e+02,-5.627548706252e+01,-5.627548706252e+01,1.865269753857e+01,-2.640599774349e+01,-7.224849958951e+00,-1.497815016387e+01
1.280000000000e-01,0.000000000000e+00,0.000000000000e+00,5.000000000000e-01,6.400000000000e-02,6.400000000000e-02,1.237467090512e+00,1.237467090512e+00,3.177470964428e+01,3.173097214995e+01,6.910482024866e+02,6.917494974925e+02,-5.743734095448e+01,-5.743734095448e+01,1.905170453827e+01,-2.693688061437e+01,-7.271852406292e+00,-1.515702848239e+01
